ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
709,Cirrhilabrus morrisoni,Cirrhilabrus morrisoni,species,Cirrhilabrus morrisoni,Cirrhilabrus morrisoni,Cirrhilabrus,Labridae,Actinopterygii,277859,1,
710,Cirrhilabrus punctatus,Cirrhilabrus punctatus,species,Cirrhilabrus punctatus,Cirrhilabrus punctatus,Cirrhilabrus,Labridae,Actinopterygii,277860,1,
711,Cirrhilabrus randalli,Cirrhilabrus randalli,species,Cirrhilabrus randalli,Cirrhilabrus randalli,Cirrhilabrus,Labridae,Actinopterygii,277862,1,
712,Cirrhilabrus scottorum,Cirrhilabrus scottorum,species,Cirrhilabrus scottorum,Cirrhilabrus scottorum,Cirrhilabrus,Labridae,Actinopterygii,277868,1,
713,Cirrhilabrus solorensis,Cirrhilabrus solorensis,species,Cirrhilabrus solorensis,Cirrhilabrus solorensis,Cirrhilabrus,Labridae,Actinopterygii,277869,1,
714,Cirrhilabrus spp.,Cirrhilabrus spp.,genus,,,Cirrhilabrus,Labridae,Actinopterygii,,,
715,Cirrhilabrus temminckii,Cirrhilabrus temminckii,species,Cirrhilabrus temminckii,Cirrhilabrus temminckii,Cirrhilabrus,Labridae,Actinopterygii,277870,1,
716,Cirrhilabrus walindi,Cirrhilabrus walindi,species,Cirrhilabrus walindi,Cirrhilabrus walindi,Cirrhilabrus,Labridae,Actinopterygii,277872,1,
717,Cirrhitichthys aprinus,Cirrhitichthys aprinus,species,Cirrhitichthys aprinus,Cirrhitichthys aprinus,Cirrhitichthys,Cirrhitidae,Actinopterygii,218855,1,
718,Cirrhitichthys falco,Cirrhitichthys falco,species,Cirrhitichthys falco,Cirrhitichthys falco,Cirrhitichthys,Cirrhitidae,Actinopterygii,218854,1,
719,Cirrhitichthys oxycephalus,Cirrhitichthys oxycephalus,species,Cirrhitichthys oxycephalus,Cirrhitichthys oxycephalus,Cirrhitichthys,Cirrhitidae,Actinopterygii,218853,1,
720,Cirrhitid spp.,Cirrhitid spp.,higher,,,,,,,,
721,Cirrhitops fasciatus,Cirrhitops fasciatus,species,Cirrhitops fasciatus,Cirrhitops fasciatus,Cirrhitops,Cirrhitidae,Actinopterygii,218861,1,
722,Cirrhitops hubbardi,Cirrhitops hubbardi,species,Cirrhitops hubbardi,Cirrhitops hubbardi,Cirrhitops,Cirrhitidae,Actinopterygii,278135,1,
723,Cirrhitus pinnulatus,Cirrhitus pinnulatus,species,Cirrhitus pinnulatus,Cirrhitus pinnulatus,Cirrhitus,Cirrhitidae,Actinopterygii,218862,1,
724,Cirrhitus rivulatus,Cirrhitus rivulatus,species,Cirrhitus rivulatus,Cirrhitus rivulatus,Cirrhitus,Cirrhitidae,Actinopterygii,279160,1,
725,Cirripectes alboapicalis,Cirripectes alboapicalis,species,Cirripectes alboapicalis,Cirripectes alboapicalis,Cirripectes,Blenniidae,Actinopterygii,276716,1,
726,Cirripectes alboapicalis [green form],Cirripectes alboapicalis [green form],species,Cirripectes alboapicalis,Cirripectes alboapicalis,Cirripectes,Blenniidae,Actinopterygii,276716,1,
727,Cirripectes alleni,Cirripectes alleni,species,Cirripectes alleni,Cirripectes alleni,Cirripectes,Blenniidae,Actinopterygii,276717,1,
728,Cirripectes auritus,Cirripectes auritus,species,Cirripectes auritus,Cirripectes auritus,Cirripectes,Blenniidae,Actinopterygii,219261,1,
729,Cirripectes castaneus,Cirripectes castaneus,species,Cirripectes castaneus,Cirripectes castaneus,Cirripectes,Blenniidae,Actinopterygii,219266,1,
730,Cirripectes chelomatus,Cirripectes chelomatus,species,Cirripectes chelomatus,Cirripectes chelomatus,Cirripectes,Blenniidae,Actinopterygii,276718,1,
731,Cirripectes filamentosus,Cirripectes filamentosus,species,Cirripectes filamentosus,Cirripectes filamentosus,Cirripectes,Blenniidae,Actinopterygii,219257,1,
732,Cirripectes fuscoguttatus,Cirripectes fuscoguttatus,species,Cirripectes fuscoguttatus,Cirripectes fuscoguttatus,Cirripectes,Blenniidae,Actinopterygii,219255,1,
733,Cirripectes hutchinsi,Cirripectes hutchinsi,species,Cirripectes hutchinsi,Cirripectes hutchinsi,Cirripectes,Blenniidae,Actinopterygii,276719,1,
734,Cirripectes polyzona,Cirripectes polyzona,species,Cirripectes polyzona,Cirripectes polyzona,Cirripectes,Blenniidae,Actinopterygii,219262,1,
735,Cirripectes sp. [dark eye],Cirripectes sp. [dark eye],genus,,,,,,,,
736,Cirripectes spp.,Cirripectes spp.,genus,,,Cirripectes,Blenniidae,Actinopterygii,,,
737,Cirripectes springeri,Cirripectes springeri,species,Cirripectes springeri,Cirripectes springeri,Cirripectes,Blenniidae,Actinopterygii,276724,1,
738,Cirripectes stigmaticus,Cirripectes stigmaticus,species,Cirripectes stigmaticus,Cirripectes stigmaticus,Cirripectes,Blenniidae,Actinopterygii,219265,1,
739,Cirripectes vanderbilti,Cirripectes vanderbilti,species,Cirripectes vanderbilti,Cirripectes vanderbilti,Cirripectes,Blenniidae,Actinopterygii,276725,1,
740,Cirripectes variolosus,Cirripectes variolosus,species,Cirripectes variolosus,Cirripectes variolosus,Cirripectes,Blenniidae,Actinopterygii,219259,1,
741,Citharichthys stigmaeus,Citharichthys stigmaeus,species,Citharichthys stigmaeus,Citharichthys stigmaeus,Citharichthys,Paralichthyidae,Actinopterygii,275696,1,
742,Cleidopus gloriamaris,Cleidopus gloriamaris,species,Cleidopus gloriamaris,Cleidopus gloriamaris,Cleidopus,Monocentridae,Actinopterygii,280209,1,
743,Clepticus parrae,Clepticus parrae,species,Clepticus parrae,Clepticus parrae,Clepticus,Labridae,Actinopterygii,280214,1,
744,Clinid spp.,Clinid spp.,higher,,,,,,,,
745,Clinus superciliosus,Clinus superciliosus,species,Clinus superciliosus,Clinus superciliosus,Clinus,Clinidae,Actinopterygii,219197,1,
746,Clinus venustris,Clinus venustris,species,Clinus venustris,Clinus venustris,Clinus,Clinidae,Actinopterygii,219204,1,
747,Clupeid spp.,Clupeid spp.,higher,,,,,,,,
748,Clupeiformes spp.,Clupeiformes spp.,higher,,,,,,,,
749,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,species,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,Cnidoglanis,Plotosidae,Actinopterygii,280227,1,
750,Cochleoceps bicolor,Cochleoceps bicolor,species,Cochleoceps bicolor,Cochleoceps bicolor,Cochleoceps,Gobiesocidae,Actinopterygii,280232,1,
751,Cochleoceps orientalis,Cochleoceps orientalis,species,Cochleoceps orientalis,Cochleoceps orientalis,Cochleoceps,Gobiesocidae,Actinopterygii,280233,1,
752,Conger verreauxi,Conger verreauxi,species,Conger verreauxi,Conger verreauxi,Conger,Congridae,Actinopterygii,271750,1,
753,Congiopodus peruvianus,Congiopodus peruvianus,species,Congiopodus peruvianus,Congiopodus peruvianus,Congiopodus,Congiopodidae,Actinopterygii,278357,1,
754,Congrid spp.,Congrid spp.,higher,,,,,,,,
755,Coradion altivelis,Coradion altivelis,species,Coradion altivelis,Coradion altivelis,Coradion,Chaetodontidae,Actinopterygii,280390,1,
756,Coradion chrysozonus,Coradion chrysozonus,species,Coradion chrysozonus,Coradion chrysozonus,Coradion,Chaetodontidae,Actinopterygii,280391,1,
757,Coris auricularis,Coris auricularis,species,Coris auricularis,Coris auricularis,Coris,Labridae,Actinopterygii,273548,1,
758,Coris aurilineata,Coris aurilineata,species,Coris aurilineata,Coris aurilineata,Coris,Labridae,Actinopterygii,273549,1,
759,Coris aygula,Coris aygula,species,Coris aygula,Coris aygula,Coris,Labridae,Actinopterygii,218957,1,
760,Coris batuensis,Coris batuensis,species,Coris batuensis,Coris batuensis,Coris,Labridae,Actinopterygii,218956,1,
761,Coris bulbifrons,Coris bulbifrons,species,Coris bulbifrons,Coris bulbifrons,Coris,Labridae,Actinopterygii,273551,1,
762,Coris caudimacula,Coris caudimacula,species,Coris caudimacula,Coris caudimacula,Coris,Labridae,Actinopterygii,218959,1,
763,Coris centralis,Coris centralis,species,Coris centralis,Coris centralis,Coris,Labridae,Actinopterygii,273552,1,
764,Coris cuvieri,Coris cuvieri,species,Coris cuvieri,Coris cuvieri,Coris,Labridae,Actinopterygii,218961,1,
765,Coris debueni,Coris debueni,species,Coris debueni,Coris debueni,Coris,Labridae,Actinopterygii,273553,1,
766,Coris dorsomacula,Coris dorsomacula,species,Coris dorsomacula,Coris dorsomacula,Coris,Labridae,Actinopterygii,273554,1,
767,Coris formosa,Coris formosa,species,Coris formosa,Coris formosa,Coris,Labridae,Actinopterygii,218964,1,
768,Coris gaimard,Coris gaimard,species,Coris gaimard,Coris gaimard,Coris,Labridae,Actinopterygii,218960,1,
769,Coris hewetti,Coris hewetti,species,Coris hewetti,Coris hewetti,Coris,Labridae,Actinopterygii,273556,1,
770,Coris julis,Coris julis,species,Coris julis,Coris julis,Coris,Labridae,Actinopterygii,126963,1,
771,Coris picta,Coris picta,species,Coris picta,Coris picta,Coris,Labridae,Actinopterygii,273560,1,
772,Coris pictoides,Coris pictoides,species,Coris pictoides,Coris pictoides,Coris,Labridae,Actinopterygii,273561,1,
773,Coris roseoviridis,Coris roseoviridis,species,Coris roseoviridis,Coris roseoviridis,Coris,Labridae,Actinopterygii,273562,1,
774,Coris sandeyeri,Coris sandeyeri,species,Coris sandeyeri,Coris sandeyeri,Coris,Labridae,Actinopterygii,273563,1,
775,Coris spp.,Coris spp.,genus,,,Coris,Labridae,Actinopterygii,,,
776,Coris venusta,Coris venusta,species,Coris venusta,Coris venusta,Coris,Labridae,Actinopterygii,273564,1,
777,Coryphopterus dicrus,Coryphopterus dicrus,species,Coryphopterus dicrus,Coryphopterus dicrus,Coryphopterus,Gobiidae,Actinopterygii,276425,1,
778,Coryphopterus eidolon,Coryphopterus eidolon,species,Coryphopterus eidolon,Coryphopterus eidolon,Coryphopterus,Gobiidae,Actinopterygii,276426,1,
779,Coryphopterus glaucofraenum,Coryphopterus glaucofraenum,species,Coryphopterus glaucofraenum,Coryphopterus glaucofraenum,Coryphopterus,Gobiidae,Actinopterygii,159736,1,
780,Coryphopterus hyalinus,Coryphopterus hyalinus,species,Coryphopterus hyalinus,Coryphopterus hyalinus,Coryphopterus,Gobiidae,Actinopterygii,276429,1,
781,Coryphopterus lipernes,Coryphopterus lipernes,species,Coryphopterus lipernes,Coryphopterus lipernes,Coryphopterus,Gobiidae,Actinopterygii,276431,1,
782,Coryphopterus personatus,Coryphopterus personatus,species,Coryphopterus personatus,Coryphopterus personatus,Coryphopterus,Gobiidae,Actinopterygii,276432,1,
783,Coryphopterus spp.,Coryphopterus spp.,genus,,,Coryphopterus,Gobiidae,Actinopterygii,,,
784,Coryphopterus tortugae,Coryphopterus tortugae,species,Coryphopterus tortugae,Coryphopterus tortugae,Coryphopterus,Gobiidae,Actinopterygii,309494,1,
785,Coryphopterus urospilus,Coryphopterus urospilus,species,Coryphopterus urospilus,Coryphopterus urospilus,Coryphopterus,Gobiidae,Actinopterygii,276435,1,
786,Corythoichthys conspicillatus,Corythoichthys conspicillatus,species,Corythoichthys conspicillatus,Corythoichthys conspicillatus,Corythoichthys,Syngnathidae,Actinopterygii,400959,1,
787,Corythoichthys haematopterus,Corythoichthys haematopterus,species,Corythoichthys haematopterus,Corythoichthys haematopterus,Corythoichthys,Syngnathidae,Actinopterygii,217991,1,
788,Corythoichthys intestinalis,Corythoichthys intestinalis,species,Corythoichthys intestinalis,Corythoichthys intestinalis,Corythoichthys,Syngnathidae,Actinopterygii,217995,1,
789,Corythoichthys ocellatus,Corythoichthys ocellatus,species,Corythoichthys ocellatus,Corythoichthys ocellatus,Corythoichthys,Syngnathidae,Actinopterygii,278445,1,
790,Corythoichthys schultzi,Corythoichthys schultzi,species,Corythoichthys schultzi,Corythoichthys schultzi,Corythoichthys,Syngnathidae,Actinopterygii,217993,1,
791,Corythoichthys sp. [10 RK],Corythoichthys sp. [10 RK],genus,,,,,,,,
792,Corythoichthys sp. [2 RK],Corythoichthys sp. [2 RK],genus,,,,,,,,
793,Corythoichthys sp. [5 RK],Corythoichthys sp. [5 RK],genus,,,,,,,,
794,Corythoichthys spp.,Corythoichthys spp.,genus,,,Corythoichthys,Syngnathidae,Actinopterygii,,,
795,Cottid spp.,Cottid spp.,higher,,,,,,,,
796,Cratinus agassizii,Cratinus agassizii,species,Cratinus agassizii,Cratinus agassizii,Cratinus,Serranidae,Actinopterygii,280421,1,
797,Creediid spp.,Creediid spp.,higher,,,,,,,,
798,Cremnochorites capensis,Cremnochorites capensis,species,Cremnochorites capensis,Cremnochorites capensis,Cremnochorites,Tripterygiidae,Actinopterygii,219173,1,
799,Crenimugil crenilabis,Crenimugil crenilabis,species,Crenimugil crenilabis,Crenimugil crenilabis,Crenimugil,Mugilidae,Actinopterygii,151498,1,
800,Cristiceps aurantiacus,Cristiceps aurantiacus,species,Cristiceps aurantiacus,Cristiceps aurantiacus,Cristiceps,Clinidae,Actinopterygii,276603,1,
801,Crocodilichthys gracilis,Crocodilichthys gracilis,species,Crocodilichthys gracilis,Crocodilichthys gracilis,Crocodilichthys,Tripterygiidae,Actinopterygii,280435,1,
802,Crossosalarias macrospilus,Crossosalarias macrospilus,species,Crossosalarias macrospilus,Crossosalarias macrospilus,Crossosalarias,Blenniidae,Actinopterygii,280437,1,
803,Crossosalarias spp.,Crossosalarias spp.,genus,,,Crossosalarias,Blenniidae,Actinopterygii,,,
804,Cryptichthys jojettae,Cryptichthys jojettae,species,Cryptichthys jojettae,Cryptichthys jojettae,Cryptichthys,Tripterygiidae,Actinopterygii,280444,1,
805,Cryptocentrus caeruleomaculatus,Cryptocentrus caeruleomaculatus,species,Cryptocentrus caeruleomaculatus,Cryptocentrus caeruleomaculatus,Cryptocentrus,Gobiidae,Actinopterygii,278323,1,
806,Cryptocentrus caeruleopunctatus,Cryptocentrus caeruleopunctatus,species,Cryptocentrus caeruleopunctatus,Cryptocentrus caeruleopunctatus,Cryptocentrus,Gobiidae,Actinopterygii,219428,1,
807,Cryptocentrus cinctus,Cryptocentrus cinctus,species,Cryptocentrus cinctus,Cryptocentrus cinctus,Cryptocentrus,Gobiidae,Actinopterygii,278326,1,
808,Cryptocentrus cryptocentrus,Cryptocentrus cryptocentrus,species,Cryptocentrus cryptocentrus,Cryptocentrus cryptocentrus,Cryptocentrus,Gobiidae,Actinopterygii,219432,1,
809,Cryptocentrus fasciatus,Cryptocentrus fasciatus,species,Cryptocentrus fasciatus,Cryptocentrus fasciatus,Cryptocentrus,Gobiidae,Actinopterygii,367253,1,
810,Cryptocentrus leucostictus,Cryptocentrus leucostictus,species,Cryptocentrus leucostictus,Cryptocentrus leucostictus,Cryptocentrus,Gobiidae,Actinopterygii,278335,1,
811,Cryptocentrus sp. (cf caeruleomaculatus),Cryptocentrus spp.,genus,,,,,,,,
812,Cryptocentrus strigilliceps,Cryptocentrus strigilliceps,species,Cryptocentrus strigilliceps,Cryptocentrus strigilliceps,Cryptocentrus,Gobiidae,Actinopterygii,219429,1,
813,Ctenochaetus binotatus,Ctenochaetus binotatus,species,Ctenochaetus binotatus,Ctenochaetus binotatus,Ctenochaetus,Acanthuridae,Actinopterygii,219655,1,
814,Ctenochaetus cyanocheilus,Ctenochaetus cyanocheilus,species,Ctenochaetus cyanocheilus,Ctenochaetus cyanocheilus,Ctenochaetus,Acanthuridae,Actinopterygii,277559,1,
815,Ctenochaetus flavicauda,Ctenochaetus flavicauda,species,Ctenochaetus flavicauda,Ctenochaetus flavicauda,Ctenochaetus,Acanthuridae,Actinopterygii,277560,1,
816,Ctenochaetus hawaiiensis,Ctenochaetus hawaiiensis,species,Ctenochaetus hawaiiensis,Ctenochaetus hawaiiensis,Ctenochaetus,Acanthuridae,Actinopterygii,277561,1,
817,Ctenochaetus marginatus,Ctenochaetus marginatus,species,Ctenochaetus marginatus,Ctenochaetus marginatus,Ctenochaetus,Acanthuridae,Actinopterygii,219657,1,
818,Ctenochaetus spp.,Ctenochaetus spp.,genus,,,Ctenochaetus,Acanthuridae,Actinopterygii,,,
819,Ctenochaetus striatus,Ctenochaetus striatus,species,Ctenochaetus striatus,Ctenochaetus striatus,Ctenochaetus,Acanthuridae,Actinopterygii,219659,1,
820,Ctenochaetus tominiensis,Ctenochaetus tominiensis,species,Ctenochaetus tominiensis,Ctenochaetus tominiensis,Ctenochaetus,Acanthuridae,Actinopterygii,277562,1,
821,Ctenochaetus truncatus,Ctenochaetus truncatus,species,Ctenochaetus truncatus,Ctenochaetus truncatus,Ctenochaetus,Acanthuridae,Actinopterygii,277563,1,
822,Ctenogobiops aurocingulus,Ctenogobiops aurocingulus,species,Ctenogobiops aurocingulus,Ctenogobiops aurocingulus,Ctenogobiops,Gobiidae,Actinopterygii,278350,1,
823,Ctenogobiops crocineus,Ctenogobiops crocineus,species,Ctenogobiops crocineus,Ctenogobiops crocineus,Ctenogobiops,Gobiidae,Actinopterygii,219436,1,
824,Ctenogobiops feroculus,Ctenogobiops feroculus,species,Ctenogobiops feroculus,Ctenogobiops feroculus,Ctenogobiops,Gobiidae,Actinopterygii,219437,1,
825,Ctenogobiops maculosus,Ctenogobiops maculosus,species,Ctenogobiops maculosus,Ctenogobiops maculosus,Ctenogobiops,Gobiidae,Actinopterygii,219435,1,
826,Ctenogobiops mitodes,Ctenogobiops mitodes,species,Ctenogobiops mitodes,Ctenogobiops mitodes,Ctenogobiops,Gobiidae,Actinopterygii,398631,1,
827,Ctenogobiops pomastictus,Ctenogobiops pomastictus,species,Ctenogobiops pomastictus,Ctenogobiops pomastictus,Ctenogobiops,Gobiidae,Actinopterygii,278352,1,
828,Ctenogobiops spp.,Ctenogobiops spp.,genus,,,Ctenogobiops,Gobiidae,Actinopterygii,,,
829,Ctenogobiops tangaroai,Ctenogobiops tangaroai,species,Ctenogobiops tangaroai,Ctenogobiops tangaroai,Ctenogobiops,Gobiidae,Actinopterygii,278353,1,
830,Ctenolabrus rupestris,Ctenolabrus rupestris,species,Ctenolabrus rupestris,Ctenolabrus rupestris,Ctenolabrus,Labridae,Actinopterygii,126964,1,
831,Cybiosarda elegans,Cybiosarda elegans,species,Cybiosarda elegans,Cybiosarda elegans,Cybiosarda,Scombridae,Actinopterygii,280459,1,
832,Cyclichthys orbicularis,Cyclichthys orbicularis,species,Cyclichthys orbicularis,Cyclichthys orbicularis,Cyclichthys,Diodontidae,Actinopterygii,219968,1,
833,Cymatogaster aggregata,Cymatogaster aggregata,species,Cymatogaster aggregata,Cymatogaster aggregata,Cymatogaster,Embiotocidae,Actinopterygii,280461,1,
834,Cymbacephalus beauforti,Cymbacephalus beauforti,species,Cymbacephalus beauforti,Cymbacephalus beauforti,Cymbacephalus,Platycephalidae,Actinopterygii,280462,1,
835,Cymbacephalus spp.,Cymbacephalus spp.,genus,,,Cymbacephalus,Platycephalidae,Actinopterygii,,,
836,Cypho purpurascens,Cypho purpurascens,species,Cypho purpurascens,Cypho purpurascens,Cypho,Pseudochromidae,Actinopterygii,280467,1,
837,Cypho zaps,Cypho zaps,species,Cypho zaps,Cypho zaps,Cypho,Pseudochromidae,Actinopterygii,388751,1,
838,Cyprinocirrhites polyactis,Cyprinocirrhites polyactis,species,Cyprinocirrhites polyactis,Cyprinocirrhites polyactis,Cyprinocirrhites,Cirrhitidae,Actinopterygii,218864,1,
839,Dactylophora nigricans,Dactylophora nigricans,species,Dactylophora nigricans,Dactylophora nigricans,Dactylophora,Cheilodactylidae,Actinopterygii,280476,1,
840,Dactylopus dactylopus,Dactylopus dactylopus,species,Dactylopus dactylopus,Dactylopus dactylopus,Dactylopus,Callionymidae,Actinopterygii,278368,1,
841,Dascyllus albisella,Dascyllus albisella,species,Dascyllus albisella,Dascyllus albisella,Dascyllus,Pomacentridae,Actinopterygii,278448,1,
842,Dascyllus aruanus,Dascyllus aruanus,species,Dascyllus aruanus,Dascyllus aruanus,Dascyllus,Pomacentridae,Actinopterygii,212843,1,
843,Dascyllus carneus,Dascyllus carneus,species,Dascyllus carneus,Dascyllus carneus,Dascyllus,Pomacentridae,Actinopterygii,212848,1,
844,Dascyllus flavicaudus,Dascyllus flavicaudus,species,Dascyllus flavicaudus,Dascyllus flavicaudus,Dascyllus,Pomacentridae,Actinopterygii,278450,1,
845,Dascyllus marginatus,Dascyllus marginatus,species,Dascyllus marginatus,Dascyllus marginatus,Dascyllus,Pomacentridae,Actinopterygii,212849,1,
846,Dascyllus melanurus,Dascyllus melanurus,species,Dascyllus melanurus,Dascyllus melanurus,Dascyllus,Pomacentridae,Actinopterygii,278451,1,
847,Dascyllus reticulatus,Dascyllus reticulatus,species,Dascyllus reticulatus,Dascyllus reticulatus,Dascyllus,Pomacentridae,Actinopterygii,212844,1,
848,Dascyllus strasburgi,Dascyllus strasburgi,species,Dascyllus strasburgi,Dascyllus strasburgi,Dascyllus,Pomacentridae,Actinopterygii,278452,1,
849,Dascyllus trimaculatus,Dascyllus trimaculatus,species,Dascyllus trimaculatus,Dascyllus trimaculatus,Dascyllus,Pomacentridae,Actinopterygii,212846,1,
850,Dasyatid spp.,Dasyatid spp.,higher,,,,,,,,
851,Dasyatis americana,Dasyatis americana,species,Dasyatis americana,Hypanus americanus,Hypanus,Dasyatidae,Elasmobranchii,1042856,1,
852,Dasyatis brevis,Dasyatis brevis,species,Dasyatis brevis,Dasyatis brevis,Dasyatis,Dasyatidae,Elasmobranchii,271428,1,
853,Dasyatis centroura,Dasyatis centroura,species,Dasyatis centroura,Bathytoshia centroura,Bathytoshia,Dasyatidae,Elasmobranchii,1017389,1,
854,Dasyatis longa,Dasyatis longa,species,Dasyatis longa,Hypanus longus,Hypanus,Dasyatidae,Elasmobranchii,1042860,1,
855,Dasyatis thetidis,Dasyatis thetidis,species,Dasyatis thetidis,Bathytoshia lata,Bathytoshia,Dasyatidae,Elasmobranchii,1018707,1,
856,Decapterus koheru,Decapterus koheru,species,Decapterus koheru,Decapterus koheru,Decapterus,Carangidae,Actinopterygii,273277,1,
857,Decapterus macarellus,Decapterus macarellus,species,Decapterus macarellus,Decapterus macarellus,Decapterus,Carangidae,Actinopterygii,126807,1,
858,Decapterus muroadsi,Decapterus muroadsi,species,Decapterus muroadsi,Decapterus muroadsi,Decapterus,Carangidae,Actinopterygii,273279,1,
859,Decapterus punctatus,Decapterus punctatus,species,Decapterus punctatus,Decapterus punctatus,Decapterus,Carangidae,Actinopterygii,126808,1,
860,Decapterus spp.,Decapterus spp.,genus,,,Decapterus,Carangidae,Actinopterygii,,,
861,Dellichthys morelandi,Dellichthys morelandi,species,Dellichthys morelandi,Dellichthys morelandi,Dellichthys,Gobiesocidae,Actinopterygii,280497,1,
862,Dendrochirus barberi,Dendrochirus barberi,species,Dendrochirus barberi,Dendrochirus barberi,Dendrochirus,Scorpaenidae,Actinopterygii,277714,1,
